-1.04704,0.0812951,0,0,0,0.999752,0.0222732,0,3
-2.21357,0.141508,0,0,0,0.999699,0.0245136,0,3
-3.37002,0.194836,0,0,0,0.999748,0.0224463,0,3
-4.4364,0.271428,0,0,0,0.999864,0.0164935,0,3
-5.49184,0.312559,0,0,0,0.999746,0.0225292,0,3
-6.52925,0.41576,0,0,0,0.999314,0.0370422,0,3
-7.59779,0.567209,0,0,0,0.998879,0.0473278,0,3
-8.64954,0.686243,0,0,0,0.999546,0.0301175,0,3
-9.69282,0.775227,0,0,0,0.999322,0.0368156,0,3
-10.7494,0.871066,0,0,0,0.99889,0.0471044,0,3
-11.7909,1.00702,0,0,0,0.9985,0.0547454,0,3
-12.8659,1.10528,0,0,0,0.999818,-0.0190788,0,3
-14.0949,1.12675,0,0,0,0.999862,0.0166325,0,3
-15.3103,1.21542,0,0,0,0.999819,0.0190298,0,3
-16.5262,1.30227,0,0,0,0.999451,0.0331278,0,3
-17.7196,1.4358,0,0,0,0.999034,0.0439507,0,3
-18.9256,1.60101,0,0,0,0.998171,0.0604556,0,3
-20.0986,1.71882,0,0,0,0.998193,0.0600838,0,3
-21.3221,1.93306,0,0,0,0.999382,0.0351608,0,3
-22.4367,2.03655,0,0,0,0.999354,0.0359495,0,3
-23.504,2.17872,0,0,0,0.99945,0.0331474,0,3
-24.5753,2.304,0,0,0,0.999481,0.0322258,0,3
-25.6859,2.39371,0,0,0,0.999242,0.038919,0,3
-26.7822,2.50828,0,0,0,0.999513,0.0311922,0,3
-27.8792,2.63168,0,0,0,0.999251,0.0386883,0,3
-28.9682,2.7069,0,0,0,0.999288,0.0377313,0,3
-30.0497,2.82393,0,0,0,0.999279,0.0379706,0,3
-31.1437,2.94291,0,0,0,0.999223,0.0394137,0,3
-32.2262,2.97513,0,0,0,0.999986,0.00525276,0,3
-33.3192,3.00023,0,0,0,0.999896,0.0144349,0,3
-34.4158,3.08367,0,0,0,0.999513,0.0312164,0,3
-35.4847,3.19269,0,0,0,0.99962,0.0275486,0,3
-36.5742,3.3151,0,0,0,0.999345,0.0361799,0,3
-37.6972,3.46555,0,0,0,0.99893,0.0462467,0,3
-38.7772,3.65426,0,0,0,0.998448,0.0557004,0,3
-39.8801,3.86904,0,0,0,0.997373,0.0724324,0,3
-40.9413,4.09736,0,0,0,0.997116,0.0758969,0,3
-42.0071,4.31923,0,0,0,0.998551,0.0538107,0,3
-43.1161,4.50058,0,0,0,0.997955,0.0639229,0,3
-44.2015,4.72211,0,0,0,0.997247,0.0741525,0,3
-45.2745,4.88385,0,0,0,0.996094,0.0882983,0,3
-46.3577,5.0884,0,0,0,0.996708,0.0810737,0,3
-47.4463,5.26856,0,0,0,0.997792,0.0664229,0,3
-48.5266,5.43881,0,0,0,0.998661,0.0517295,0,3
